Symbol,Ins-Count,Ins-Date,Ins-Amt,Rep-Date,Rep-Amt,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,revenuePerShare,netIncomePerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,incomeQuality,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,roe,capexPerShare,Ins-Buy-Price,Mon-1-Price,Mon-2-Price,Mon-3-Price,Mon-6-Price,Mon-9-Price,Mon-12-Price,Labels
FULC,1,12/19/2022,582813,0,0,0,0,15.49268658,15.1728689,6.186679366,381.6610313,0,0,0,0,0,-20.58748943,-20.06593407,-20.06593407,0,-0.095793063,-0.107210926,-0.104480365,1,0.974666393,-20.58748943,0.106499062,0.119193005,0.04935404,0.059621494,0,-1.986180368,1.119193005,0.956345998,0,0,0.070049739,0.004773915,-0.603336723,-0.609460541,4.79927726,0,-23.56889265,1.010149918,-1.986180368,-10.96421549,98.5229682,98.5229682,0,1.688525432,1.688525432,316.0297295,-3.937391208,-13.27403408,-13.40876444,-13.40876444,-0.102126084,316.0297295,0,-12.84054006,1.688525432,0.025598857,-0.513664986,4.79116266,4.79116266,4.79116266,0.303767338,373863170,296963170,-3.937391208,-13.40876444,-13.27403408,1.688525432,1.688525432,251.025503,-12.84054006,-10.65071265,-10.54369501,-0.063493818,-0.075335048,0.119193005,0.106499062,3.325117828,1.174572416,8.205409975,12.98901099,0,0.010149918,-0.239222316,-0.463175123,2.834319527,7.441349425,-0.385357827,-0.095793063,4.248279705,213028000,221414000,201336000,0.063401592,1364500,4056500,0,94.10819949,0,0,-0.107210926,-0.006123818,6.04,12.15,0,0,0,0,0,Strong Buy
BSTZ,1,3/19/2021,772571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020730068,0.021168901,0,0,0,0,1.021168901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33690,0,0,0,0,0,0,0,0,0,0,0,0.021168901,0.020730068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3023744008,-64009337,0,0,0,0,0,0,0,0,0,34.06,38.64,34.91,0,0,0,0,Strong Buy
LMFA,3,10/22/2015,1655250,0,0,0,0,0,0,0,641.6857649,0,0,0,0,0,0.283407331,0.283407331,0.256819355,0,0.063493316,-0.122110695,0.070066647,0.906184588,1,0.283407331,1.50307189,-2.890716143,1.581171844,1.581171844,2.506234658,0.035292743,-1.923205511,0.568814239,0,0,0,0.24722948,4.420272727,4.420272727,31.92219697,0,0.201945401,1,0.035292743,0,0,0,0,-9.666535783,-9.666535783,20.33035266,19.79051834,100.6725212,100.6725212,100.6725212,-0.341945542,20.33035266,0,66.48807759,-9.666535783,21.88845455,5.621378788,-46.03510606,-44.53945455,-46.03510606,127.7211061,29370000,35529367,19.79051834,100.6725212,100.6725212,-9.666535783,-9.666535783,24.59395849,66.48807759,121.7851874,121.7851874,0.012632312,0.009933197,-2.890716143,1.50307189,11.52636553,0,0,0,0,0,0,0,0,76.30574877,0.251243573,0.063493316,-72.29159091,0,-2939604,-8782912,-2.720661471,1276293.5,0,0,158.2238872,0,0,-0.122110695,0,445,0,450,441.495,395.5,416,0,Weak
CLRO,1,1/4/2022,1999999,0,0,0,0,2.566335425,0.684449093,0.093357741,252.9457095,197.8461876,260.2163625,106.2489045,153.967458,0.366287142,-0.343793391,-0.361843932,-0.317134129,-0.093630084,-0.03450568,-0.04434607,-0.045248538,0.876438987,1.052504039,-0.343793391,0.221899927,0.285181733,0.047368908,0.104994265,-17.07586207,-0.482787157,1.285181733,1.442997395,0.847067558,0.454898834,3.157387111,0.108804689,-0.149979822,0.126945554,0.147100538,0,-0.405026382,-0.846417552,-0.482787157,-0.837977593,-0.541589306,-0.541589306,0,0.487138379,0.487138379,3.483695511,-2.746231947,10.1618368,-8.601157035,-8.601157035,0.302085514,3.483695511,0,-32.7814341,0.487138379,0.370296427,-0.117433635,2.648118185,1.358302,2.648118185,0.318109413,25089575.07,30060575.07,-2.746231947,-8.601157035,10.1618368,0.487138379,0.487138379,4.173920448,-32.7814341,-10.30530513,12.17520254,-0.091033826,0.098407406,0.285181733,0.221899927,-5.420937841,1.277145359,0.257845043,0.213968342,0.378988397,-1.846417552,0.74784782,5.507157464,0.004998611,2.645185862,-0.046159832,-0.055563665,-0.157705042,17969000,26418000,14753000,0.117311277,8727500,4701500,9625500,62.37017495,106.2489045,197.8461876,-0.04434607,0.276925376,1.28,1.0051,0.8531,0.8917,0,0.5656,1.8,Strong Buy
ALTG-PA,1,3/12/2020,386264,0,0,0,0,0.42247135,0.332125076,0.332125076,0,0,0,0,0,0,0,0,0,-0.028563858,-0.007112042,-0.00720879,-0.011139965,1.028563858,0.629139992,0,0.013420909,0.01360348,0,0,0,0,1.01360348,0,0,0,0,0,-0.010161301,-0.010161301,0.020223107,0,0,1,0,0,0,0,0,5.832134212,5.832134212,0,-202.257735,-2569.060831,-2569.060831,-2569.060831,0.624814425,0,0,-831.4953401,5.832134212,0,-0.032266998,4.476062973,4.476062973,4.476062973,0,844845930.5,844191442.5,-202.257735,-2569.060831,-2569.060831,5.832134212,5.832134212,0,-831.4953401,-2567.070622,-2567.070622,-0.001236047,-0.000389247,0.01360348,0.013420909,0.644644917,0.314913111,0,0,0,0,0,0,0,1.802679983,-0.011529825,-0.007112042,-0.040666925,-1138082,144860509,-1138082,0,0,920748,0,0,0,0,-0.00720879,0,26.105,0,0,0,0,0,26.200001,Weak
FSP,2,8/8/2022,312170,0,0,0,0,2.324736106,2.142541015,0.111738522,705.548252,0,173.9708019,165.4439613,8.526840574,0.482205113,-0.054474143,-0.219203951,-0.220559752,-0.006185112,-0.006840782,-0.012081715,-0.001740942,1.006185112,4.024,-0.054474143,0.433790462,0.766130615,0.412718391,0.413158087,-0.397245763,-0.000870276,1.766130615,0.51732819,0.543990843,0,220.8770053,0.031015552,-0.004477048,-0.116345101,0.042570717,-1.01909989,-0.011185357,25.98701299,-0.000870276,-0.48024948,0.04002079,0.204424779,-1.01909989,0.570685077,0.570685077,10.41823576,-11.80885867,-35.84164668,-931.4173377,-931.4173377,0.094470869,10.41823576,0.021574902,62.81020219,0.570685077,0.400259708,-0.088281182,7.307007258,7.307007258,7.307007258,5.199286773,430314810,956787810,-11.80885867,-931.4173377,-35.84164668,0.570685077,0.570685077,23.16453152,62.81020219,-2070.969286,-79.69247126,-0.021170547,-0.027900504,0.766130615,0.433790462,34.56134708,0.050713502,0.096382917,0,0,24.98701299,-0.279488669,-0.619878645,0.009539028,3.809737894,-0.0017637,-0.006840782,-4.975272063,52082000,754032000,-486290000,0.704036433,78595500,19657500,0,173.9708019,165.4439613,0,-0.012081715,-0.111868053,3.33,3.08,0,2.91,2.95,0,0,Weak
FFIN,1,5/3/2022,499350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521746998,0.440384585,0.155942274,0.004203933,0.037596667,0,0.844057726,0,0,0.888183368,7.943213396,0.013944213,0.013944213,0,4.117465444,8.943213396,0,0,0,0.846372063,0.009546049,0.608065126,0.585667341,49.80577024,0.382066033,0.682032762,0.963165484,4.117465444,0,-27.14844973,4.765006596,0.382066033,4.22481677,4.22481677,49.48694504,28.0930275,75.33286711,72.55801743,72.55801743,0,49.48694504,0.003400008,80.33568272,4.22481677,0.891548265,0.392624113,10.44305645,8.223206626,10.44305645,0.158692477,6289691741,5712991741,28.0930275,72.55801743,75.33286711,4.22481677,4.22481677,44.9495015,80.33568272,65.90519399,68.42561852,0.008899005,0.013274418,7.943213396,0.888183368,-8.109514301,1.548720789,0.311192938,0,0.023768533,-0.036834516,-0.025122347,-0.988238935,0,9.604915662,0,0.004306287,-33.14565561,0,1172290000,-11825451000,0.014141403,0,0,0,0,0,0,0.037596667,-0.022397784,41.1,41.3,0,44.67,35.99,37.14,0,Buy
DALN,2,12/9/2019,1476313,0,0,0,0,2.445694992,2.19295942,1.664759582,143.2211952,9.356878654,44.6716939,21.00465338,23.66704052,0.416053139,-0.16197134,-0.135007084,-0.093016234,0.311027008,-0.02750309,-0.072153062,-0.061372477,0.688972992,0.83352452,-0.16197134,0.618822964,1.623452898,0,0,0,0,2.623452898,2.548505475,4.284764826,9.618592196,1.04113067,0.295680538,0.711863479,0.796981639,9.917848869,-0.428714107,0.088766054,1.119570905,0,0,0,2.225975539,-0.428714107,0.8219392,0.8219392,1.059604227,-2.847901323,10.6621592,11.93704322,11.93704322,0.02290065,1.059604227,0.037634214,-4.476563677,0.8219392,8.019546259,-0.745947994,10.33841081,10.25310639,10.33841081,0,45623379.2,15972379.2,-2.847901323,11.93704322,10.6621592,0.8219392,0.8219392,0.370958943,-4.476563677,4.179063108,3.732736434,-0.08778394,0.093789633,1.623452898,0.618822964,8.310257848,-0.954307116,0.452980932,0,0.003145172,0,0,0,0,13.17262798,-0.144490817,-0.027589865,-4.262566616,46242000,55049000,-11885000,0,18681500,5965000,3034000,35.31481524,21.00465338,9.356878654,-0.072153062,0,6.842954081,6.726971809,0,5.075289568,4.621276226,3.599154727,3.882927143,Weak
VWEWW,1,12/15/2021,258250,0,0,0,0,2.378694154,0.915038301,0.726545079,201.1245892,630.184186,679.7765505,40.79162791,638.9849226,0.420870221,0.110312999,0.07132724,0.050352865,0.300352467,0.003727578,0.007713129,0.010421756,0.705941591,0.646589614,0.110312999,0.515154254,1.065960455,0.332546299,0.454434401,1.704968082,-0.006475987,2.069206351,1.814795503,2.206335089,0.14281539,0.255489489,0.074029121,0,0,0,0,-0.035214682,4.973482917,-0.006475987,-0.016115247,0.251668378,0.251668378,0,0,0,0,0,0,0,0,0,0,0,15.86178442,0,0,0,0,0,0,0,0,184536000,0,0,0,0,0,3.313807531,15.86178442,-94.10300867,-18.9209474,0,0,1.065960455,0.515154254,15.86178442,-0.705649514,0,0,0.193348852,3.973482917,-0.139924938,-1.931581557,0,0,0.010421756,0.004621054,0,224439000,219273000,-285000,0.832960147,29684000,15959000,223480500,49.59236447,40.79162791,630.184186,0.007713129,0,2,0,1.93,1.79,1.41,0.51,0.3712,Weak
EXTN,1,5/10/2021,1452430,0,0,0,0,1.555182778,0.968524793,0.156621897,591.6118064,86.85402233,232.7309061,42.23283196,190.4980741,0.181663288,-0.057981552,-0.158220969,-0.219389853,-0.346082436,-0.02395576,-0.112853932,-0.008095991,1.386604159,2.728815706,-0.057981552,0.787727735,3.710931036,0.693378988,0.69557517,-0.792352469,0.00526603,4.710931036,0.616958614,2.131043452,1.036221439,0.18928913,0.109192651,0.096661608,-0.121820941,1.292109256,0,0.023390911,-1.260282575,0.00526603,0.511400128,-0.442422559,-0.442422559,0,0.418246727,0.418246727,0.813078347,-0.926522278,-27.58146487,34.76043956,34.76043956,-0.085913884,0.813078347,0,22.39755708,0.418246727,4.132443096,-0.906616085,8.03353566,8.03353566,8.03353566,18.65808801,110712000,672957000,-0.926522278,34.76043956,-27.58146487,0.418246727,0.418246727,4.942253459,22.39755708,211.2894819,-167.6524664,-0.269826216,-0.036256232,3.710931036,0.787727735,18.71280703,-0.106618016,0,0,0.061873751,-2.260282575,-0.052870068,-0.169392221,0.010817837,12.80136651,-0.009577882,-0.025535752,-21.86446131,150917000,187548000,-559552000,2.284883172,225686000,56183000,108685000,145.8768838,42.23283196,86.85402233,-0.112853932,-0.218482549,4.58,4.92,0,4.1,4.6,5.73,5.74,Strong Buy
ICON,1,5/9/2016,399500,0,0,0,0,2.763280842,2.287796292,1.479462542,435.7690845,0,0,0,0,0,0.560233325,0.356422775,0.196719926,0.314506804,0.007353833,0.023339844,0.02216666,0.551928607,0.636204165,0.560233325,0.712999053,2.2629406,0.634080032,0.644061118,2.498633236,0.022207595,3.173833948,0.837599575,0,0,12.87860642,0.037382247,6.607227525,6.51631656,42.6277598,0,0.338690929,0.986240679,0.022207595,0.524368896,-72.67800454,-72.67800454,0,0.489586901,0.489586901,4.12648417,5.244110577,12.35360487,12.18362766,12.18362766,0.049017116,4.12648417,0,31.56754012,0.489586901,19.50813251,3.837638376,164.4243336,-254.7560247,164.4243336,301.8951122,390497450,1626959450,5.244110577,12.18362766,12.35360487,0.489586901,0.489586901,17.19248721,31.56754012,50.76158154,51.46977064,0.047672526,0.080948032,2.2629406,0.712999053,23.99080308,1.721691018,0.544086567,0,0.775174415,-0.013759321,-0.004660157,-0.402005469,0.021197903,119.1533696,0.017159477,0.032709057,-311.9868478,246452000,-1235796000,-1418714000,1.809471092,116197000,0,0,107.4499112,0,0,0.023339844,-0.090910965,79.9,81.5,0,76,84.2,94,70,Strong Buy
AUB,1,11/10/2022,349799,0,0,0,0,23.2218012,23.2218012,2.912959641,0,0,0,0,0,0,0,0.408773283,0.321946061,0.170001715,0.002762023,0.024155799,0,0.787590761,0,0,0.885657966,7.745690112,0.145868951,0.186618345,0,0.24394699,8.745690112,0,0,0,1.354360865,0.008579149,1.709098769,1.772924256,41.59201006,0.406711068,0.745962747,1.037344528,0.24394699,0.954230194,26.77768456,4.69759741,0.406711068,0.994892215,0.994892215,13.25982364,10.29661895,17.13553181,17.77545017,17.77545017,-1.626865794,13.25982364,0.009874869,26.41633461,0.994892215,2.291131528,0.73762077,30.53597118,17.76079388,30.53597118,7.279652913,2269498376,2403120376,10.29661895,17.77545017,17.13553181,0.994892215,0.994892215,14.04052663,26.41633461,18.82202118,18.14442614,0.024279815,0.05835827,7.745690112,0.885657966,1.468841719,2.198656794,0,0,0.047836689,0.037344528,0.027857627,1.349561279,0.015944518,22.5119801,0,0.002900787,-194.93016,2973277000,1326797000,-14562004000,0.229435153,0,0,0,0,0,0,0.024155799,0.063825487,35.35,0,36.19,38.59,0,0,0,Buy
DEI,3,9/28/2020,810743,0,0,0,0,0.354906057,0.354906057,0.200908681,237.4934551,0,58.56003003,103.760863,-45.20083293,0.667188011,0.144425302,-0.026333519,0.009769197,0,0.000218953,0.000818226,0.003575547,-0.370979532,-0.182333145,0.144425302,0.563782273,2.106846617,0.613618599,0.653420143,0.852827508,0.017808521,3.736986276,1.536884458,0.867379062,0,20.76506445,0.022412636,0.474976479,0.078580185,1.005804704,24.24433498,0.400869122,0.165440161,0.017808521,0.112963114,-1.198236428,-4.102994779,24.24433498,2.167290346,2.167290346,25.87632823,662.1918103,390.174697,64.55056483,64.55056483,-7.094912254,25.87632823,0.009153064,75.0215273,2.167290346,1.184866714,0.011575196,14.14669708,23.01704918,14.14669708,26.87196009,5376997500,9878084500,662.1918103,64.55056483,390.174697,2.167290346,2.167290346,47.5374141,75.0215273,118.5858714,716.7901096,0.000377534,0.002562955,2.106846617,0.563782273,34.18460545,41.03399015,0.047464821,0,0.000833102,-0.834559839,-0.334549269,-0.736029645,0.013532503,1.919477223,0.003395347,0.000219136,-28.22090093,-566377000,4036615000,-4915439000,1.885337913,137285000,88179000,0,58.56003003,103.760863,0,0.000818226,-0.396396294,25.47,23.25,0,29.61,0,34.01,32.78,Strong Buy
ELSE,1,11/19/2013,1912618,0,0,0,0,22.93724696,20.06680162,2.259109312,156.001171,155.9834938,194.449536,11.88445667,182.5650793,0.574355972,0.008782201,0.087822014,0.06088993,0.306666667,0.008273009,0.009424558,0.00124203,0.693333333,10,0.008782201,0.122185984,0.139193475,0,0,0,0,1.139193475,2.339726027,7.572916667,0.576984127,1.377419355,0.135868268,0.064217827,0.062450364,2.705102313,0,0.12763466,0.972477064,0,0,-36.33333333,-36.33333333,0,1.252053713,1.252053713,8.089234614,33.21253058,65.17175811,63.37804,63.37804,-0.581219285,8.089234614,0,71.35063326,1.252053713,0.503137836,0.030636027,3.250659264,3.250659264,3.250659264,0,13816412.72,12700412.72,33.21253058,63.37804,65.17175811,1.252053713,1.252053713,7.435838829,71.35063326,58.25877394,59.90760717,0.007527279,0.01534407,0.139193475,0.122185984,-6.269662921,2.096153846,0.259953162,0.084309133,0,-0.027522936,-0.003512881,-0.214285714,0,1.496901449,0.001015328,0.008273009,2.599496391,10837000,11035000,9795000,0,742000,93000,1291000,38.46604215,11.88445667,155.9834938,0.009424558,-0.001767463,3.88,3.9882,0,4.0212,4.24,3.96,3.82,Buy
AUUD,1,2/16/2021,3997125,0,0,0,0,0.007657597,0.007657597,0.007649294,9344,0,2304,1155.437768,1148.562232,-17316.4,-56599.4,-114472.4,-114472.6,0,-0.247586696,0.043680995,0.021597466,1.000001747,2.022502005,-56599.4,6.668064442,-1.17642707,0,-9.902548733,-0.977986432,-0.032876222,-0.17642707,0.0390625,0.077892555,0,0.000406868,2.16E-06,-0.072346081,-0.132205916,0.021802209,0,-78254.6,1.827409507,-0.032876222,-0.032876222,1.208591383,1.208591383,0,-1.378581065,-1.378581065,3612778.468,-7.890050693,-25.26361975,-46.16697891,-46.16697891,0.431212551,3612778.468,0,-105.8462642,-1.378581065,9.24E-07,-0.105829485,-2.422780992,-2.762536677,-2.422780992,2.254063207,18063892.34,29847376.34,-7.890050693,-46.16697891,-25.26361975,-1.378581065,-1.378581065,5969475.268,-105.8462642,-76.28273952,-41.74364817,-0.031685474,-0.03958261,-1.17642707,6.668064442,-41.78718243,0.683609877,61561.2,-25470,0.794853982,0.827409507,-64748.6,-321.1736111,3452.4,2.401882063,-0.29346824,-1.206880337,-2.828405183,-15296976,-14940768,-15296976,-0.908278328,139,1080416,0,2304,1155.437768,0,0.043680995,-0.059859835,3.34,3.13,2.64,0,3.08,2.315,1.79,Weak
MS-PI,1,5/12/2022,1982425,0,0,0,0,0,1.112891748,0.376773624,2486.059343,0,0,0,0,0,0,0.329621381,0.26338099,0.190278989,0.002999428,0.035626476,0,0.799040976,0,0,0.914848478,10.86634727,0.691545614,0.698702295,0,0.001001572,11.87775629,0.1468187,0,0,3479.75,0.011388172,0.089618836,-0.154864348,69.41710047,0.358428805,0.017170774,-1.728033473,0.001001572,0.030161535,-0.366564417,0.36102719,0.358428805,0.688864784,0.688864784,5.092670102,4.833938567,-171.6340803,296.5894358,296.5894358,-4.212206313,5.092670102,0.0185371,36.3041209,0.688864784,5.219266017,1.374655451,38.58522109,29.62521237,38.58522109,89.64095946,70884875153,2.14739E+11,4.833938567,296.5894358,-171.6340803,0.688864784,0.688864784,15.42775165,36.3041209,898.4890174,-519.9488502,0.051717662,-0.005826349,10.86634727,0.914848478,24.32020287,0.065193672,0.450750772,0,0.020510819,-2.728033473,-0.046842446,-0.692144374,0.030964868,34.54607288,0,0.003062237,-323.2015201,-2.51533E+11,79006000000,-1.11816E+12,2.318976492,47402000000,1.21805E+11,0,613.000934,0,0,0.035626476,-0.244483184,25.719999,0,25.74,26.1,0,0,0,Weak
FSK,1,8/11/2021,905457,0,0,0,0,0,0,0,194.8622273,0,0,0,0,0,0,0.993111366,0.993111366,0,0.055014946,0.113027571,0,1,0,0,0.513260828,1.054488436,0.502179145,0.502179145,0,0.014119171,2.054488436,1.87311828,0,0,0,0.055396553,0.724945747,0.724945747,3.22567603,0.085549133,0.125143513,1,0.014119171,0,0,1.472972973,0.085549133,0.422600191,0.422600191,3.71315644,0.93472811,29.67118587,29.67118587,29.67118587,0.003635054,3.71315644,0.022880753,11.49194211,0.422600191,5.792915097,5.753009827,50.89917249,50.89917249,50.89917249,51.65072175,3234159259,10469159259,0.93472811,29.67118587,29.67118587,0.422600191,0.422600191,12.01970064,11.49194211,96.04733265,96.04733265,0.267457454,0.033702731,1.054488436,0.513260828,7.941822173,0.126011561,0.006888634,0,0,0,0,0,0,81.1697443,0,0.055014946,-48.12741891,0,7653000000,-8070000000,1.008754737,400000000,174000000,0,48.04822044,0,0,0.113027571,0,22.72,0,22.87,21.8,21.95,21.4,22.36,Weak
PQG,1,4/29/2021,497978,0,0,0,0,1.916909803,0.582269938,0.286421073,164.2678718,45.63556292,86.13996967,39.18014611,46.95982357,0.237861701,0.019601339,-0.062689538,-0.731575373,0.653817082,-0.030233582,-0.078075286,0.0008644,11.66981607,-3.198227236,0.019601339,0.612763738,1.582402782,0.545780367,0.547073534,0.237375669,0.012157476,2.582402782,2.221980452,2.297081786,1.972146156,0.202686934,0.041326681,0.128104565,0.035733696,0.405650977,0,0.137596348,0.278941629,0.012157476,2.336149102,-1.386850275,-1.386850275,0,1.914314465,1.914314465,17.93737024,-6.129706832,467.3460019,130.362255,130.362255,0,17.93737024,0,-53.76888667,1.914314465,0.931017188,-0.681109246,8.723749575,4.575655668,8.723749575,10.61398122,2271301569,3649240569,-6.129706832,130.362255,467.3460019,1.914314465,1.914314465,28.81950159,-53.76888667,209.4496108,750.8725451,-0.040784985,0.002139742,1.582402782,0.612763738,-20.30292181,-0.188082258,0,0,0.184128667,-0.721058371,-0.099214999,-0.64425641,0.049793088,11.56248659,0.0008644,-0.037056801,-12.90468576,176617000,622317000,-1508255000,1.207863914,0,0,0,40.50440675,39.18014611,45.63556292,-0.078075286,-0.092370869,14.01,0,15.22,15.36,0,0,0,Buy
CPNG,3,12/1/2021,2111187,0,0,0,0,1.29156729,0.887699623,0.858352917,10.55510307,28.04442882,30.64705697,74.42312408,-43.77606711,0.162448853,-0.067843275,-0.069737691,-0.0697519,-0.00020376,-0.03772759,-0.126154061,-0.078573669,1.00020376,1.027923405,-0.067843275,0.700940345,2.343814469,0.331382063,0.448342216,-42.72125813,-0.026527133,3.343814469,34.58042973,1.209301559,3.209193548,1.913428839,0.540882609,-0.031687418,-0.140462611,2.248422812,0,-0.01192024,4.432756565,-0.026527133,-0.067989218,0.291311073,0.291311073,0,18.94822556,18.94822556,10.4766722,-37.5497734,-198.2734034,-878.8977306,-878.8977306,-1.024084729,10.4766722,0,-176.6811817,18.94822556,2.658286856,-0.18542056,1.469794621,1.467562548,1.469794621,1.198750039,48661051750,46819629750,-37.5497734,-878.8977306,-198.2734034,18.94822556,18.94822556,10.08021602,-176.6811817,-845.6386546,-190.77038,-0.00665783,-0.005043541,2.343814469,0.700940345,6.948893375,0.170894847,0.230292128,0,0.000454161,3.432756565,-0.040919283,-3.68758246,0.012086451,2.476273042,0.12674242,-0.037744732,-0.791962249,1334465000,2564206000,-107831000,0.812718011,131679500,3208346000,1221306000,2.602628154,74.42312408,28.04442882,-0.126154061,-0.108775193,26,0,21.3,25.46,12.9,16.67,19.89,Weak
NCR,1,11/11/2022,471530,0,0,0,0,1.15198556,0.559566787,0.1566787,206.5618661,50.25658339,101.1896463,53.23430115,47.95534512,0.248985801,0.094827586,0.056795132,0.034989858,0.383928571,0.005855894,0.040116279,0.020747809,0.616071429,0.598930481,0.094827586,0.85394212,5.85,0.776303811,0.779345734,2.527027027,0.020740741,6.850581395,1.76702509,1.690639269,1.790810157,1.977933801,0.167359756,0.919708029,0.080291971,3.167883212,0.043478261,0.063894523,0.087301587,0.020740741,1.188679245,-1.095652174,-1.125,0.043478261,1.514168605,1.514168605,1.320674442,9.436123188,236.7609091,20.66960317,20.66960317,0.127387663,1.320674442,0.00115191,24.3945858,1.514168605,14.39416058,0.503649635,12.55474453,-29.45255474,12.55474453,44.88321168,2604370000,8245370000,9.436123188,20.66960317,236.7609091,1.514168605,1.514168605,4.18122211,24.3945858,65.43944444,749.5790909,0.026493931,0.00422367,5.85,0.85394212,16.68934911,1.826086957,0,0.020283976,0.488500382,-0.912698413,-0.05831643,-0.756578947,0.014198783,11.92777562,0.020747809,0.011448482,-61.14963504,421000000,-4035000000,-6871000000,3.531976744,1100500000,912500000,842500000,50.93306288,53.23430115,50.25658339,0.040116279,-0.839416058,23.07,0,25.17,0,0,0,0,Buy
PLTK,1,11/17/2021,3243345,0,0,0,0,2.199793317,1.945573545,1.539958663,77.71819468,0,19.16339047,18.38169643,0.781694042,0.718194685,0.24296273,0.20380563,0.126592231,0.378858025,0.029515289,-0.158464567,0.07196758,0.621141975,0.838834951,0.24296273,1.186257975,-6.368897638,1.254840975,1.250926155,6.518987342,0.076564659,-5.368897638,4.696454948,4.896174863,0,3.437297297,0.233152453,0.473388672,0.416992188,2.427246094,0,0.304922158,0.880866426,0.076564659,6.234726688,-8.393939394,-8.393939394,0,-22.27804724,-22.27804724,17.7972134,35.14673292,66.26023419,58.36641568,58.36641568,-3.866140621,17.7972134,0,68.25947313,-22.27804724,1.552490234,0.196533203,-1.240234375,-4.247558594,-1.240234375,6.240722656,11317248000,12955648000,35.14673292,58.36641568,66.26023419,-22.27804724,-22.27804724,20.37371914,68.25947313,66.81613203,75.85274005,0.007113037,0.015092008,-6.368897638,1.186257975,8.632244468,2.408695652,0.109451172,0.143890549,0.451638924,-0.119133574,-0.036326466,-0.632876712,0.036169209,2.341860964,0.07196758,0.053824552,-5.223754883,696600000,-1739800000,-1958200000,-4.98523622,152450000,39750000,0,19.16339047,18.38169643,0,-0.158464567,-0.056396484,20.85,17.76,0,18.42,14.15,11.55,9.69,Weak
