Symbol,Ins-Count,Ins-Date,Ins-Amt,Rep-Date,Rep-Amt,Sen-Date,Sen-Amt,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,netIncomePerEBT,ebtPerEbit,ebitPerRevenue,debtRatio,debtEquityRatio,longTermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,receivablesTurnover,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatio,dividendPaidAndCapexCoverageRatio,dividendPayoutRatio,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,revenuePerShare,netIncomePerShare,bookValuePerShare,tangibleBookValuePerShare,shareholdersEquityPerShare,interestDebtPerShare,marketCap,enterpriseValue,peRatio,pocfratio,pfcfRatio,pbRatio,ptbRatio,evToSales,enterpriseValueOverEBITDA,evToOperatingCashFlow,evToFreeCashFlow,earningsYield,freeCashFlowYield,debtToEquity,debtToAssets,netDebtToEBITDA,incomeQuality,salesGeneralAndAdministrativeToRevenue,researchAndDdevelopementToRevenue,intangiblesToTotalAssets,capexToOperatingCashFlow,capexToRevenue,capexToDepreciation,stockBasedCompensationToRevenue,grahamNumber,roic,returnOnTangibleAssets,grahamNetNet,workingCapital,tangibleAssetValue,netCurrentAssetValue,investedCapital,averageReceivables,averagePayables,averageInventory,daysSalesOutstanding,daysPayablesOutstanding,daysOfInventoryOnHand,roe,capexPerShare,Ins-Buy-Price,Mon-1-Price,Mon-2-Price,Mon-3-Price,Mon-6-Price,Mon-9-Price,Mon-12-Price,Labels
CKX,1,9/1/2022,580308,0,0,0,0,43.44770105,42.65942041,39.08703756,172.8482918,0,42.62012675,0,42.62012675,0.941176091,-0.984252806,-0.971010335,-0.891935889,0.081435225,-0.016288643,-0.016650888,-0.018169094,0.918564775,0.986545661,-0.984252806,0.021755259,0.022239076,0,0,-79.32683814,0,1.022239076,2.111678375,0,0,0.034148851,0.018262124,-0.046851413,-0.059594306,3.912657314,0,-0.293835868,1.271985255,0,0,3.676669894,3.676669894,0,1.303109885,1.303109885,69.80351354,-19.56517121,-186.7628092,-237.5595396,-237.5595396,0.003351518,69.80351354,0,-49.02306169,1.303109885,0.159447561,-0.142217002,8.541106265,8.541106265,8.541106265,0.001978356,21654027.15,14544603.15,-19.56517121,-237.5595396,-186.7628092,1.303109885,1.303109885,46.88570841,-49.02306169,-159.5642789,-125.4450696,-0.012777808,-0.005354385,0.022239076,0.021755259,23.96254664,0.329436086,1.925428897,0,0,0.271985255,-0.079919024,-36.29868228,1.335500654,5.227861601,-0.101327711,-0.016288643,3.779341627,7720685,16617192,7533021,0,97541,0,0,42.62012675,0,0,-0.016650888,-0.012742893,11.1555,0,10.6566,10.64,10.2,0,0,Weak
FTAIN,1,9/14/2021,2550000,0,0,0,0,1.796105602,1.268971749,0.384991605,910.1028221,136.9825421,361.3914571,277.8009753,83.59048181,0.511210855,0.109301966,-0.39465511,-0.309374194,0.042878059,-0.008436538,-0.029178661,0.003229003,0.78391027,-3.610686302,0.109301966,0.707082494,2.445519801,0.667859816,0.680758376,0.282449872,-0.006841894,3.458606065,0.401053586,0.323972945,0.657018031,0.035206829,0.027269688,0,0,0,-1.16609412,-0.154692256,7.691168623,-0.006841894,-0.119936,0.149450725,0.229407354,0,0,0,0,0,0,0,0,0,0,0,34.73766424,0,0,0,0,0,0,0,0,2085962000,0,0,0,0,0,21.52362379,34.73766424,-139.1383404,-18.09066311,0,0,2.445519801,0.707082494,34.73766424,0.409527972,0.080152711,0,0.038611448,6.691168623,-1.03507197,-1.851905184,0.014848063,0,0.003171109,-0.008775368,0,217629000,903790000,-2021937000,2.132423611,213257500,122598500,68400000,224.408915,277.8009753,136.9825421,-0.029178661,0,24.06336873,24.03633123,0,24.05009146,22.17618891,23.7,21.35,Weak
RAPT,1,5/10/2022,440199,0,0,0,0,14.21229773,13.997411,2.622815534,0,0,0,0,0,0,-32.41341654,-31.93135725,-31.93135725,0,-0.109134728,-0.121953109,-0.118598306,1,0.985127786,-32.41341654,0.105109092,0.117454643,0.040652312,0.048705421,0,-1.812870941,1.117454643,0,0,0,0.07161211,0.003417792,-0.526773772,-0.531812243,5.850306638,0,-24.30265211,1.009564771,-1.812870941,-10.51856853,104.5503356,104.5503356,0,3.874630139,3.874630139,1014.506317,-7.942868738,-41.34917971,-41.74467514,-41.74467514,0.605643741,1014.506317,0,-31.0027985,3.874630139,0.021675567,-0.692130285,5.675380414,5.675380414,5.675380414,0.290574337,650298549.3,626473549.3,-7.942868738,-41.74467514,-41.34917971,3.874630139,3.874630139,977.3378305,-31.0027985,-40.2152747,-39.83426905,-0.031474774,-0.024184277,0.117454643,0.105109092,1.179046865,0.761090483,7.407176287,26.00624025,0,0.009564771,-0.232449298,-0.570881226,4.215288612,9.40118662,-0.118598306,-0.109134728,5.183706858,163304000,167835000,155951000,0.051199094,0,1967500,0,0,0,0,-0.121953109,-0.00503847,11.08,15.52,0,23.64,21.98,27.01,0,Strong Buy
OLMA,1,6/10/2022,639803,0,0,0,0,26.57494099,26.3441188,2.11536192,0,0,0,0,0,0,0,0,0,0,-0.083015522,-0.086876155,-0.087012161,1,0.990367249,0,0.044438357,0.046504961,0.00808232,0.011341471,-106.6697248,-5.887208155,1.046504961,0,0,0,0,0,-0.449433193,-0.450186307,6.72447752,0,0,1.001675697,-5.887208155,-20.32122588,596.7666667,596.7666667,0,0.640142883,0.640142883,0,-1.842113297,-9.462748951,-9.478605649,-9.478605649,0.248685295,0,0,-6.653796064,0.640142883,0,-0.578140336,6.654764289,6.654764289,6.654764289,0.081813259,169695476.9,151227476.9,-1.842113297,-9.478605649,-9.462748951,0.640142883,0.640142883,0,-6.653796064,-8.447046693,-8.432915683,-0.135713694,-0.105677537,0.046504961,0.044438357,0.812565998,0.777377334,0,0,0,0.001675697,0,-0.357142857,0,9.304097073,-0.087012161,-0.083015522,6.414997969,260046000,265090000,257886000,0.011471576,0,145500,0,0,0,0,-0.086876155,-0.000753114,4.305,0,4.11,0,0,3.89,0,Weak
PLAG,1,8/27/2020,1690000,0,0,0,0,5.827156118,2.215536276,1.28828961,2363.438118,660.5729975,1243.338561,327.5082579,915.8303031,0.389304282,-0.237879183,-0.249604935,-0.249604935,0,-0.004375704,-0.00506229,-0.004751867,1,1.049292886,-0.237879183,0.135627487,0.156908607,0.015050375,0.02622328,-36.87800066,0.256319281,1.156908607,0.15443603,0.274802231,0.136245351,0.079563616,0.017530519,0.017387851,0.012530662,0.459621588,0,0.340341633,0.72065615,0.256319281,0.592538019,-3.579817496,-3.579817496,0,1.055953107,1.055953107,52.0655923,-52.14799977,212.2792952,152.9803797,152.9803797,-0.608393331,52.0655923,0,-619.8340411,1.055953107,0.051089402,-0.012752167,2.519051255,2.362570785,2.519051255,0.068166235,24545854.9,20930555.9,-52.14799977,152.9803797,212.2792952,1.055953107,1.055953107,44.39697841,-619.8340411,130.4482733,181.0131964,-0.004794048,0.004710775,0.156908607,0.135627487,107.0628702,-1.363521254,0.587034221,0,0.053693793,-0.27934385,-0.095072342,-0.554269461,0,0.850162131,-0.004751867,-0.004623983,0.426969911,15891862,21801248,15536667,0.026929459,2591953,1043570,2192875,582.7655635,327.5082579,660.5729975,-0.00506229,-0.004857189,1.715,0,2,2.1,0,1.74,1.21,Strong Buy
BMEZ,1,1/28/2020,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054059132,0.057148532,0,0,0,0,1.057148532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-501313,0,0,0,0,0,0,0,0,0,0,0,0.057148532,0.054059132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635965985,-93493054,0,0,0,0,0,0,0,0,0,20.04,20,0,19.81,23,23.89,29.32,Strong Buy
CHMA,1,11/23/2020,480492,0,0,0,0,9.437947757,8.64851758,4.014107792,460.1056338,268260,268373.4507,214470,53903.4507,0.978873239,-122.7605634,-129.8309859,-129.9788732,-0.001139076,-0.09486485,-0.167276913,-0.098812459,1.001139076,1.057595227,-122.7605634,0.432887372,0.763318168,0,0,-8.19943556,0,1.763318168,0.793296089,0.000419639,0.000335495,0.244406196,0.000729848,-0.412401723,-0.412613245,2.550574329,0,-178.4929577,1.000512901,0,0,1949.692308,1949.692308,0,2.39514774,2.39514774,1861.097263,-3.579614933,-10.42138141,-10.42672656,-10.42672656,-0.089490373,1861.097263,0,-11.7726961,2.39514774,0.002310465,-0.300311631,1.795296352,1.795296352,1.795296352,0.034591891,264275811.3,191435811.3,-3.579614933,-10.42672656,-10.42138141,2.39514774,2.39514774,1348.139516,-11.7726961,-7.552900312,-7.549028404,-0.069839914,-0.095956569,0.763318168,0.432887372,4.479429309,1.373245923,91.88732394,31.85211268,0,0.000512901,-0.091549296,-0.265306122,9.267605634,3.482935323,-0.418188833,-0.09486485,1.255123476,153115000,110338000,87038000,0,89500,7114000,4471000,113.4507042,214470,268260,-0.167276913,-0.000211521,3.93,4.65,0,3.91,0,0,0,Strong Buy
CQP,2,10/1/2021,387985,0,0,0,0,1.369829684,1.104136253,0.833576642,87.32358003,8.093959732,29.62580138,0.845637584,28.7801638,0.358864028,0.265060241,0.16394148,0.16394148,0,0.019117868,0,0.034463466,1,0.618506494,0.265060241,0.97044508,0,1,1,2.933333333,0.032513181,0,4.179856115,106.4285714,11.11940299,0.137409094,0.11661398,1.223140496,0.853305785,3.539256198,0.952755906,0.254733219,0.697635135,0.032513181,0.621848739,-3.30726257,3.217391304,0.952755906,0,0,8.47,12.91619423,47.66169492,33.25047297,33.25047297,-2.357205446,8.47,0.018441111,49.4928591,0,4.801652893,0.787190083,0,1.216942149,0,38.05371901,19684280000,36179280000,12.91619423,33.25047297,47.66169492,0,0,15.56767642,49.4928591,61.11364865,87.60116223,0.019355547,0.020981209,0,0.97044508,22.56497948,1.553805774,0.010327022,0,0,-0.302364865,-0.077022375,-1.278571429,0,0,0.037358239,0.019117868,-35.41942149,760000000,589000000,-16525000000,0,453000000,15000000,124500000,21.53184165,0.845637584,8.093959732,0,-0.369834711,40.94,44.1,42.44,0,56.57,44.11,0,Strong Buy
KZR,1,3/21/2022,295400,0,0,0,0,25.77374574,25.37201656,7.657330736,0,0,0,0,0,0,0,0,0,0,0.185212887,0.205022451,-0.067246485,1,-2.862086081,0,0.096621439,0.106955647,0.016107027,0.066584487,0,2.229706636,1.106955647,0,0,0,0,0,0.559380708,0.560273888,3.72196996,0,0,1.00159673,2.229706636,2.893817577,-107.9793103,-107.9793103,0,4.754168381,4.754168381,0,5.797131442,29.84254732,29.89019781,29.89019781,0.016215003,0,0,21.76986219,4.754168381,0,0.72104627,3.516913719,3.516913719,3.516913719,0.25087637,935981654.1,887143654.1,5.797131442,29.89019781,29.84254732,4.754168381,4.754168381,0,21.76986219,28.33057591,28.28541175,0.043124777,0.033509204,0.106955647,0.096621439,-1.198449118,0.775790308,0,0,0,-0.009261033,0,-0.749354005,0,7.553594783,-0.156454887,0.185212887,3.345816177,203442000,196876000,190597000,0.071334241,0,1785500,0,0,0,0,0.205022451,-0.005180443,14.79,13.94,0,5.81,8.05,6.89,0,Weak
TA,1,9/21/2020,2259198,0,0,0,0,1.08496949,0.628710227,0.343559316,43.8661225,22.58254544,33.39884962,20.34191725,13.05693237,0.342400337,0.010963358,0.003288703,0.002153933,0.335183472,0.000663634,0.003814552,0.003881938,0.654949121,0.29997225,0.010963358,0.8255663,4.745331933,0.377664247,0.445041337,1.494677174,0.3010548,5.747971948,8.320771911,4.424361721,3.985378895,0.375817059,0.308103558,16.92220544,15.54859013,17.97406848,0,0.136324502,0.918827643,0.3010548,1.237537629,-12.31946481,-12.31946481,0,0.219709598,0.219709598,0.124061685,14.39943503,0.990443498,0.910046865,0.910046865,0.128958796,0.124061685,0,11.01042948,0.219709598,124.1317976,0.267371601,70.09252266,65.04921954,70.09252266,57.12021652,122337600,426081600,14.39943503,0.910046865,0.990443498,0.219709598,0.219709598,0.432086303,11.01042948,3.169542513,3.449550673,0.017361792,1.00964871,4.745331933,0.8255663,7.849087808,63.29096045,0.102479153,0,0.012977116,-0.081172357,-0.011065781,-0.386210802,0,20.53452886,0.003881938,0.00067236,-293.2084277,35314000,516751000,-2191350000,0.801936011,146982500,136545000,165930500,10.81630418,20.34191725,22.58254544,0.003814552,-1.373615307,18.76,26.62,0,34.7,0,28.67,44.34,Strong Buy
UWMC-WT,1,5/12/2022,1010056,0,0,0,0,1.372825137,1.372825137,0.746533349,274.3107397,0,0,0,0,0,0,0.556504428,0.02668552,0.008844778,0.001995277,0.006926192,0,0.047952035,0,0,0.711922888,2.471292782,0,0,0,0,3.471292782,1.330607764,0,0,5.434929831,0.07477004,0.127439297,0.127439297,0.011273606,0.418194254,14.30013239,1,0,0,0,1281.404754,0.418194254,4.951131651,4.951131651,19.07592533,178.7104535,1.333968442,1.333968442,1.333968442,-1.7875423,19.07592533,0.000585016,171.1115008,4.951131651,0.008911756,0.000237815,0.034335585,0.034335585,0.034335585,0.000654712,15676480980,14775306980,178.7104535,1.333968442,1.333968442,4.951131651,4.951131651,17.97933178,171.1115008,1.257284288,1.257284288,0.001398911,0.749642921,2.471292782,0.711922888,-10.43641501,535.8761058,0.046633341,0,0,0,0,0,0.002224402,0.013554483,0,0.001995277,-0.068556545,450054000,3166242000,-6167512000,0,516649500,603572500,0,67.63826458,0,0,0.006926192,0,0.17,0,0,0.2101,0,0,0,Strong Buy
VBIV,1,4/24/2020,9999999,0,0,0,0,1.299866131,1.233549583,1.228949988,117.8554217,22.49126892,51.55150988,45.8556461,5.695863781,-5.209638554,-22.68192771,-20.13975904,-20.13975904,0,-0.077941698,-0.112291921,-0.120523425,1,0.88792096,-22.68192771,0.305901113,0.440716906,0,0.16831296,-13.18347339,-0.507734183,1.440716906,3.097014925,1.962680883,4.001552795,0.038365536,0.003870041,-0.042896466,-0.043642443,0.200813568,0,-18.42891566,1.017390167,-0.507734183,-0.507734183,57.5037594,57.5037594,0,2.275601009,2.275601009,408.1331535,-5.066261627,-21.76780089,-22.14634659,-22.14634659,-0.280947236,408.1331535,0,-20.62355053,2.275601009,0.002327672,-0.046878748,0.41747213,0.092439416,0.41747213,0.088490787,169375258.7,149273258.7,-5.066261627,-22.14634659,-21.76780089,2.275601009,2.275601009,359.6945993,-20.62355053,-19.51794701,-19.18432833,-0.04934605,-0.045939413,0.440716906,0.305901113,2.777286543,0.915051448,9.778313253,7.693975904,0.54040696,0.017390167,-0.320481928,-0.327586207,2.860240964,0.663579565,-0.120523425,-0.169588507,0.019196281,8736000,16481000,5066000,0.202375354,167500,1220000,859500,29.06024096,45.8556461,22.49126892,-0.112291921,-0.000745977,1.12,0,2.54,5.14,0,0,0,Strong Buy
GME,2,3/22/2022,572380,0,0,0,0,1.918358308,1.042666273,0.938510371,22.84994898,43.90360932,49.53784331,22.59956283,26.93828048,0.167798039,-0.074005058,-0.074404366,-0.065442123,0.12045319,-0.042151287,-0.092043682,-0.077776742,0.87954681,1.005395683,-0.074005058,0.542051267,1.183650546,0.213188,0.288252276,-238.2857143,-0.169953775,2.183650546,15.97377746,3.982377919,2.049945355,3.004398827,0.644100249,-0.363306983,-0.433465086,4.187747036,0,-0.048937397,1.193109701,-0.169953775,-0.513500931,5.178403756,5.178403756,0,4.63735975,4.63735975,3.297115666,-12.59554068,-56.4693693,-67.37415231,-67.37415231,0.318323664,3.297115666,0,-47.61516783,4.63735975,7.423913043,-0.485836627,5.278326746,5.238471673,5.278326746,2.139986825,7431369000,6808969000,-12.59554068,-67.37415231,-56.4693693,4.63735975,4.63735975,3.020972093,-47.61516783,-61.73135993,-51.73988602,-0.019848294,-0.017708716,1.183650546,0.542051267,4.352447552,0.74779661,0,0,0.003457834,0.193109701,-0.009450286,-0.8875,0.004348019,7.595992392,-0.302180037,-0.042297545,-0.204463109,1244100000,1590400000,702000000,0.4049922,112250000,591250000,1027950000,5.634233994,22.59956283,43.90360932,-0.092043682,-0.070158103,30.785,34.555,0,34.615,24.7,19.81,0,Strong Buy
GEN,2,9/15/2022,10508598,0,0,0,0,0.620807927,0.548018293,0.491996951,75.89108911,0,18.71287129,62.64705882,-43.93418754,0.85572843,0.369165488,0.323903819,0.282885431,0.126637555,0.032015367,-0.668896321,0.072039746,0.873362445,0.877394636,0.369165488,1.047862974,-21.89297659,1.12037037,1.095925569,8.419354839,0.06293911,-20.89297659,4.80952381,1.436619718,0,5.611111111,0.113174324,0.371972318,0.368512111,2.233564014,0.405,0.304101839,0.990697674,0.06293911,0.339652449,-107.5,2.721518987,0.405,-41.75518395,-41.75518395,17.65884017,15.606,58.61408451,58.06883721,58.06883721,0.23409,17.65884017,0.006487889,50.55294118,-41.75518395,1.223183391,0.346020761,-0.517301038,-7.185121107,-0.517301038,5.96366782,12484800000,14609800000,15.606,58.06883721,58.61408451,-41.75518395,-41.75518395,20.66449788,50.55294118,67.95255814,68.59061033,0.01601948,0.017060746,-21.89297659,1.047862974,7.352941176,1.075,0.147100424,0.086280057,0.616936129,-0.009302326,-0.002828854,-0.068965517,0.033946252,2.00684584,0.063424485,0.0835771,-8.900951557,-995000000,-4153000000,-4917000000,-11.42474916,164500000,67000000,0,18.71287129,62.64705882,0,-0.668896321,-0.003460208,21.34,0,22.24,21.93,0,0,0,Weak
HUN,2,8/12/2022,375819,0,0,0,0,2.118988903,1.16892725,0.374845869,199.0347163,69.12828947,118.2053428,55.65789474,62.54744808,0.227773074,0.124047417,0.130821338,0.096528366,0.216828479,0.026143791,0.054979503,0.041273419,0.737864078,1.054607509,0.124047417,0.501089325,1.053773812,0.311701245,0.319382898,18.3125,0.118705036,2.102966,1.833850932,1.617021277,1.301927195,0.816453508,0.2708405,1.125730994,0.789473684,2.962962963,0.197368421,0.097798476,0.701298701,0.118705036,3.397058824,-3.347826087,-9.625,0.197368421,1.402802026,1.402802026,2.462921253,6.37875,35.91,25.18363636,25.18363636,1.11628125,2.462921253,0.007735388,18.68255875,1.402802026,11.51072125,1.111111111,20.20955166,15.8625731,20.20955166,9.561403509,5817420000,7155420000,6.37875,25.18363636,35.91,1.402802026,1.402802026,3.029390347,18.68255875,30.97584416,44.16925926,0.039192632,0.027847396,1.053773812,0.501089325,3.493472585,1.013157895,0,0.015241321,0.125673661,-0.298701299,-0.029212532,-0.958333333,0.0042337,22.47751747,0.035983888,0.029901639,-10.2119883,1815000000,3255000000,-933000000,0.469254883,1465500000,1221500000,1391500000,49.07705334,55.65789474,69.12828947,0.054979503,-0.33625731,30.03,28.05,25.62,0,0,0,0,Weak
GCI,1,3/5/2020,382000,0,0,0,0,1.084434194,0.827562833,0.21719166,228.8961464,12.44746712,68.88761282,33.21320439,35.67440843,0.430376977,-0.222764214,-0.266569709,-0.135981226,0.487771251,-0.023653131,-0.096894501,-0.047180364,0.510115072,1.196645118,-0.222764214,0.755887786,3.096476712,0.625578264,0.626049093,-4.680116573,-0.044429634,4.096476712,1.594609633,2.709765638,7.23038664,0.621620757,0.173944094,-0.806040194,-0.879991166,1.723078622,-0.242407033,-0.104386985,1.09174601,-0.044429634,-22.11969697,10.89965656,-4.463706965,-0.242407033,0.588749445,0.588749445,0.826247832,-1.519047619,-7.25007278,-7.91523803,-7.91523803,0.006363578,0.826247832,0.039894574,-18.84197375,0.588749445,7.721654152,-1.05,10.83652827,-10.44102253,10.83652827,18.50948542,577772800,2064665800,-1.519047619,-7.91523803,-7.25007278,0.588749445,0.588749445,2.952589046,-18.84197375,-28.28503048,-25.90806856,-0.164576803,-0.13792965,3.096476712,0.755887786,-13.56926573,0.767657328,0,0,0.479314953,0.09174601,-0.009577089,-0.155206378,0.012570198,16.00040563,-0.022406878,-0.045426945,-27.8960551,60662000,-945539000,-2259631000,1.674147812,290917000,83831000,38080000,56.44014569,33.21320439,12.44746712,-0.096894501,-0.073950972,3.85,0,1.1,2.81,0,0,5.35,Strong Buy
LIQT,2,5/17/2022,843750,0,0,0,0,1.269804653,0.727942065,0.487853028,460.6639355,154.1601412,267.7485088,53.70691645,214.0415924,0.06750758,-0.916536898,-1.034128113,-1.030019498,0.003986316,-0.092661652,-0.423261472,-0.156428321,0.996026977,1.128299488,-0.916536898,0.781077046,3.567817037,0.579394584,0.726499507,-6.617045687,-0.214145645,4.567817037,0.792334654,1.675761819,0.583808495,0.24253254,0.089961066,-0.235823733,-0.244396431,0.436890268,0,-1.384277512,1.036352142,-0.214145645,-0.444828111,27.50869525,27.50869525,0,5.909694489,5.909694489,14.38141895,-3.49056959,-10.02469631,-10.3891155,-10.3891155,0.077291184,14.38141895,0,-26.4777561,5.909694489,0.170358711,-0.175472794,0.414573038,0.389443878,0.414573038,1.124827223,52308614.75,66492582.75,-3.49056959,-10.3891155,-10.02469631,5.909694489,5.909694489,18.28107463,-26.4777561,-13.20622091,-12.74298607,-0.071621549,-0.099753645,3.567817037,0.781077046,-5.648143443,1.343933308,0.526915768,0.16571292,0.013269917,0.036352142,-0.050321453,-0.245232509,0.049152158,1.279371531,-0.168106141,-0.093907801,-0.744920729,5158696,8314804,-7301090,2.656300533,4227309.5,1835317,5615314.5,113.5883677,53.70691645,154.1601412,-0.423261472,-0.008572698,0.5124,0.4308,0,0.44,0.405,0.51,0,Weak
HCHC,1,12/7/2020,688810,0,0,0,0,16.9504662,16.93414918,0.476689977,1255.644546,0,309.610984,25.99172332,283.6192607,0.13984236,-0.005339436,-0.050851767,-0.043986779,-0.08,-0.002586568,-0.046530393,-0.000330959,0.865,9.523809524,-0.005339436,0.938296155,16.87923615,0.617764984,0.634486827,-0.106598985,0.045863031,17.98924153,0.290687361,3.462640737,0,1.839569691,0.058803301,0.630152079,0.523707471,94.92304353,0,0.075260615,0.831081081,0.045863031,0.665168539,-5.92,-5.92,0,0.30574004,0.30574004,0.289026562,-1.642689985,4.620900283,3.840342803,3.840342803,0.006967765,0.289026562,0,68.44530425,0.30574004,8.372932856,-0.368298343,7.915221042,2.08205653,7.915221042,14.15926174,113674147,595474147,-1.642689985,3.840342803,4.620900283,0.30574004,0.30574004,1.514045632,68.44530425,20.11736983,24.20626614,-0.152189398,0.216408046,16.87923615,0.938296155,55.37931034,-1.710982659,0,0,0.047081514,-0.168918919,-0.012712942,-1.063829787,0,8.098837134,-0.000362098,-0.002714364,-17.07690844,5474200000,97800000,-458300000,1.735879505,1359950000,106300000,0,309.610984,25.99172332,0,-0.046530393,-0.106444608,3.5,3.26,0,0,4.48,3.6,3.95,Strong Buy
SOFO,1,4/16/2018,581395,0,0,0,0,0.66609063,0.556067588,0.075524834,317.1530733,37.23034374,115.4324714,68.77123667,46.66123473,0.700827423,-0.148817967,-0.158747045,-0.171276596,-0.078927774,-0.056515465,-0.46058487,-0.125711433,1.078927774,1.066719619,-0.148817967,0.877296306,7.149713922,0.241196334,0.519621316,-12.22330097,-0.228915663,8.149713922,1.150863828,1.30868666,2.417382999,4.867663982,0.329966067,-0.17461239,-0.212717789,0.29968776,0,-0.092080378,1.218228498,-0.228915663,-0.324178111,4.582352941,4.582352941,0,3.162339892,3.162339892,1.175971785,-1.716480556,-10.48337334,-12.77114416,-12.77114416,0.002574721,1.175971785,0,-14.23593135,3.162339892,1.896304,-0.324792494,0.705174041,-2.046932403,0.705174041,0.785867828,9948721.3,12171721.3,-1.716480556,-12.77114416,-10.48337334,3.162339892,3.162339892,1.438737742,-14.23593135,-15.6248027,-12.82583909,-0.145646858,-0.095389143,7.149713922,0.877296306,-2.6,0.537612146,0.178368794,0.214184397,0.478879832,0.218228498,-0.020094563,-0.441558442,0.008865248,2.270086516,-0.063638794,-0.108449966,-3.388970952,-5217000,-9132000,-12086000,1.081691036,7076500,1505000,990500,78.20212766,68.77123667,37.23034374,-0.46058487,-0.0381054,2.18,2.28,0,2.16,1.405,0.96,0.8825,Weak
MOFG,1,11/29/2022,751272,0,0,0,0,0,0,0,250.9081634,0,0,0,0,0,0,0.395397884,0.314072118,0.205680833,0.002821881,0.038788384,0,0.794319167,0,0,0.927249336,12.74557895,0.246145152,0.404817631,0,0.087932376,13.74557895,1.454715522,0,0,0.644644634,0.008984818,1.807725773,1.762153392,78.84393111,0.202544085,0.484268102,0.974790214,0.087932376,0.16911976,-39.66713483,9.420613742,0.202544085,0.902878181,0.902878181,7.310664433,5.819256161,15.48673352,15.09631627,15.09631627,0.130933264,7.310664433,0.008701459,20.49193729,0.902878181,3.732902836,1.172400701,30.22556152,23.31980969,30.22556152,21.05021552,426365260.4,669041260.4,5.819256161,15.09631627,15.48673352,0.902878181,0.902878181,11.4717042,20.49193729,23.68874625,24.30137882,0.042960817,0.064571396,12.74557895,0.927249336,7.432876964,1.541900966,0.385692975,0,0.016621628,-0.025209786,-0.012208295,-0.374539716,0.010973749,28.23686533,0,0.002869578,-304.4737965,0,364337000,-6018832000,0.680157297,39098500,0,0,61.86776633,0,0,0.038788384,-0.045572381,34.53,32.01,0,0,0,0,0,Weak
OPOF,1,3/23/2022,1766676,0,0,0,0,0,0,0,0,0,0,0,0,1,0.027574521,0.142571054,0.129245937,0.093462993,0.001254218,0.013888659,0.000267587,0.906537007,5.170391061,0.027574521,0.909694779,10.07355692,0.195753037,0.195753037,0.379237288,0.189206651,11.07355692,0,0,0,0.404026887,0.009704123,1.060629946,1.276034662,78.45077878,2.716328963,0.428560425,1.203091301,0.189206651,0,0,1.220710838,2.716328963,1.014729547,1.014729547,9.442932637,18.26543421,18.31454951,22.0340752,22.0340752,-1.643889079,9.442932637,0.037178544,-8.239923414,1.014729547,2.474866749,0.319866472,23.03076723,22.66381672,23.03076723,5.785618171,122597594.4,-25222405.57,18.26543421,22.0340752,18.31454951,1.014729547,1.014729547,-1.942725531,-8.239923414,-4.533142626,-3.767912395,0.013687055,0.054601398,10.07355692,0.909694779,-48.29140804,3.315852205,0.605098976,0,0.001438838,0,0,0,0.006161904,12.87448371,0.000267587,0.001256026,-153.5509658,1069505000,118893000,-147562000,0.243399162,0,0,0,0,0,0,0.013888659,0,25,0,25.88,24.81,27.25,27.49,0,Buy
